167740		0		0
167741		0		0
167742		0		0
180534		0		0
180535		0		0
180536		0		0
167761		0		0
167762		0		0
167763		0		0
167770		0		0
167771		0		0
167772		0		0
167779		0		0
167780		0		0
167781		0		0
167788		0		0
167789		0		0
167790		0		0
167743		0		0
167744		0		0
167745		0		0
180537		0		0
180538		0		0
180539		0		0
167764		0		0
167765		0		0
167766		0		0
167773		0		0
167774		0		0
167775		0		0
167782		0		0
167783		0		0
167784		0		0
167791		0		0
167792		0		0
167793		0		0
167746		0		0
167747		0		0
167748		0		0
180540		0		0
180541		0		0
180542		0		0
167767		0		0
167768		0		0
167769		0		0
167776		0		0
167777		0		0
167778		0		0
167785		0		0
167786		0		0
167787		0		0
167794		0		0
167795		0		0
167796		0		0
167749		0		0
167750		0		0
167751		0		0
167797		0		0
167798		0		0
167799		0		0
167809		0		0
167810		0		0
167811		0		0
167821		0		0
167822		0		0
167823		0		0
167833		0		0
167834		0		0
167835		0		0
167752		0		0
167753		0		0
167754		0		0
167800		0		0
167801		0		0
167802		0		0
167812		0		0
167813		0		0
167814		0		0
167824		0		0
167825		0		0
167826		0		0
167836		0		0
167837		0		0
167838		0		0
167755		0		0
167756		0		0
167757		0		0
167803		0		0
167804		0		0
167805		0		0
167815		0		0
167816		0		0
167817		0		0
167827		0		0
167828		0		0
167829		0		0
167839		0		0
167840		0		0
167841		0		0
167758		0		0
167759		0		0
167760		0		0
167806		0		0
167807		0		0
167808		0		0
167818		0		0
167819		0		0
167820		0		0
167830		0		0
167831		0		0
167832		0		0
167842		0		0
167843		0		0
167844		0		0
110351		0		0
110401		0		0
110302		0		0
110070		0		0
110071		0		0
110305		0		0
191199		10000.0		10000.0
191200		10000.0		10000.0
191201		10000.0		10000.0
191202		10000.0		10000.0
191203		10000.0		10000.0
191204		10000.0		10000.0
191205		10000.0		10000.0
191206		10000.0		10000.0
191207		10000.0		10000.0
191208		10000.0		10000.0
191209		10000.0		10000.0
191210		10000.0		10000.0
191211		10000.0		10000.0
191212		10000.0		10000.0
191213		5000.0		5000.0
191214		5000.0		5000.0
191215		10000.0		10000.0
191216		5000.0		5000.0
191217		5000.0		5000.0
191218		10000.0		10000.0
191219		10000.0		10000.0
191220		10000.0		10000.0
191221		10000.0		10000.0
191222		5000.0		5000.0
191223		5000.0		5000.0
191224		10000.0		10000.0
191225		5000.0		5000.0
191226		5000.0		5000.0
191227		10000.0		10000.0
191228		10000.0		10000.0
191229		10000.0		10000.0
191230		10000.0		10000.0
191231		10000.0		10000.0
191232		10000.0		10000.0
191233		10000.0		10000.0
191234		10000.0		10000.0
191235		10000.0		10000.0
191236		5000.0		5000.0
191237		5000.0		5000.0
191238		10000.0		10000.0
191239		5000.0		5000.0
191240		5000.0		5000.0
191241		10000.0		10000.0
191242		9500.0		9500.0
191243		10000.0		10000.0
191244		10000.0		10000.0
203883		49000.0		49000.0
203884		50000.0		50000.0
203885		35000.0		35000.0
203886		44500.0		44500.0
203887		44000.0		44000.0
203888		50000.0		50000.0
203889		49500.0		49500.0
203890		47500.0		47500.0
203891		50000.0		50000.0
